date,site,AQI,composite_index,pm10,pm2.5,so2,no2,co,o3
2024/12/26,孟村回族自治县,40,1.871,40,11,7,21,0.2,47
2024/12/26,黄骅市,40,1.564,40,5,6,15,0.2,52
2024/12/26,阜平县,39,2.422,39,22,13,24,0.4,51
2024/12/26,任丘市,39,1.85,39,9,10,20,0.3,47
2024/12/26,文安县,38,2.139,38,22,4,19,0.4,52
2024/12/26,抚宁区,37,1.734,37,10,6,18,0.3,47
2024/12/26,滦州市,36,1.66,36,6,6,16,0.6,52
2024/12/26,曹妃甸区,36,1.889,36,14,9,16,0.5,48
2024/12/26,雄县,36,1.586,36,5,4,20,0.2,50
2024/12/26,迁西县,35,1.779,24,24,6,5,0.3,72
2024/12/26,海港区,35,1.802,35,16,2,16,0.2,58
2024/12/26,涿州市,34,1.668,34,10,8,15,0.2,54
2024/12/26,徐水区,33,1.453,33,5,5,17,0.2,45
2024/12/26,定兴县,32,1.65,32,11,4,20,0.2,42
2024/12/26,蔚县,31,2.087,31,17,11,22,1,28
2024/12/26,双桥区,31,1.503,31,13,2,13,0.3,41
2024/12/26,玉田县,30,1.589,16,12,4,24,0.3,44
2024/12/26,山海关区,30,1.765,25,15,4,24,0.2,42
2024/12/26,怀安县,30,1.352,12,5,9,24,0.2,38
2024/12/26,青县,30,1.518,30,14,2,13,0.2,45
2024/12/26,霸州市,30,1.404,30,7,3,13,0.3,52
2024/12/26,迁安市,29,1.187,29,6,2,4,0.2,67
2024/12/26,容城县,29,1.474,29,6,5,16,0.2,57
2024/12/26,高碑店市,28,1.492,28,7,7,16,0.2,52
2024/12/26,固安县,27,1.442,27,7,6,15,0.2,53
2024/12/26,丰南区,26,1.582,26,10,3,20,0.4,44
2024/12/26,卢龙县,26,1.362,26,8,3,12,0.2,58
2024/12/26,滦南县,25,1.437,25,10,6,8,0.4,63
2024/12/26,兴隆县,25,1.34,13,7,4,20,0.3,50
2024/12/26,围场满族蒙古族自治县,24,0.948,10,5,6,2,0.2,74
2024/12/26,古冶区,23,1.427,23,10,6,7,0.5,66
2024/12/26,北戴河区,23,1.527,23,10,6,14,0.4,58
2024/12/26,下花园区,23,1.402,18,4,12,18,0.4,45
2024/12/26,路南区,22,1.322,22,8,4,12,0.2,58
2024/12/26,遵化市,22,1.048,8,8,4,6,0.2,70
2024/12/26,昌黎县,22,1.312,22,7,7,8,0.2,69
2024/12/26,涞源县,22,1.593,22,8,12,14,0.5,60
2024/12/26,宽城满族自治县,22,0.851,8,4,4,3,0.2,69
2024/12/26,安次区,22,1.365,19,7,3,17,0.3,55
2024/12/26,广阳区,22,1.307,22,8,5,11,0.2,57
2024/12/26,丰润区,21,1.239,15,11,4,7,0.2,67
2024/12/26,涿鹿县,21,0.916,16,4,4,2,0.2,65
2024/12/26,赤城县,21,0.852,5,3,8,4,0.2,66
2024/12/26,崇礼区,21,0.894,7,6,4,4,0.2,65
2024/12/26,丰宁满族自治县,21,1.062,12,5,4,6,0.5,65
2024/12/26,路北区,20,1.429,20,9,4,15,0.3,59
2024/12/26,桥西区(张家口),20,1.059,20,8,3,4,0.2,55
2024/12/26,康保县,20,0.715,5,4,4,1,0.2,62
2024/12/26,沽源县,20,0.908,9,5,4,5,0.2,63
2024/12/26,怀来县,20,1.017,13,7,6,4,0.2,61
2024/12/26,平泉市,20,1.067,11,5,7,7,0.3,64
2024/12/26,大厂回族自治县,20,1.248,20,11,4,8,0.2,53
2024/12/26,开平区,19,1.219,16,8,4,11,0.2,59
2024/12/26,桥东区,19,0.977,17,9,2,1,0.2,59
2024/12/26,尚义县,19,1.223,15,13,3,7,0.3,54
2024/12/26,承德县,19,1.175,16,6,3,15,0.2,48
2024/12/26,隆化县,19,1.151,10,6,3,15,0.2,58
2024/12/26,三河市,19,1.094,13,7,5,8,0.2,60
2024/12/26,青龙满族自治县,18,1.161,18,6,2,11,0.4,52
2024/12/26,阳原县,18,0.961,10,5,6,6,0.3,56
2024/12/26,万全区,18,1.319,12,6,11,14,0.4,55
2024/12/26,香河县,18,1.343,16,11,3,13,0.3,56
2024/12/26,宣化区,17,1.151,17,7,5,10,0.2,52
2024/12/26,张北县,16,0.818,7,4,4,6,0.3,50
2024/1/1,大名县,140,7.21,144,107,10,53,1.3,44
2024/1/2,大名县,199,8.96,157,149,9,65,1.6,46
2024/1/3,大名县,153,8.03,157,117,11,62,1.5,55
2024/1/4,大名县,83,4.78,94,61,11,39,0.8,55
2024/1/5,大名县,142,7.69,154,108,12,64,1.3,44
2024/1/6,大名县,85,5.18,98,63,11,50,0.9,53
2024/1/7,大名县,57,3.49,63,30,11,41,0.8,53
2024/1/8,大名县,80,4.84,98,59,12,39,0.8,59
2024/1/9,大名县,124,6.68,133,94,10,57,1.1,36
2024/1/10,大名县,90,5.39,105,67,10,49,1,54
2024/1/11,大名县,180,7.99,142,136,11,49,1.1,63
2024/1/12,大名县,255,12.13,261,205,12,64,1.6,55
2024/1/13,大名县,341,16.3,354,291,11,82,2.2,24
2024/1/14,大名县,85,4.89,97,63,8,39,0.8,62
2024/1/15,大名县,61,3.69,71,34,10,40,0.7,58
2024/1/16,大名县,65,3.36,54,47,6,29,0.5,49
2024/1/17,大名县,70,3.46,58,51,5,29,0.5,40
2024/1/18,大名县,88,4.25,79,65,5,27,0.7,51
2024/1/19,大名县,41,2.23,41,19,7,20,0.4,61
2024/1/20,大名县,49,2.48,49,23,7,21,0.5,57
2024/1/21,大名县,52,2.87,53,26,7,30,0.5,61
2024/1/22,大名县,35,1.99,32,13,7,20,0.4,70
2024/1/23,大名县,51,3.04,52,24,10,36,0.6,62
2024/1/24,大名县,66,4.39,82,39,14,51,1,56
2024/1/25,大名县,75,5.27,97,55,16,58,1.1,49
2024/1/26,大名县,85,5.55,101,63,16,56,1.1,57
2024/1/27,大名县,80,5.5,104,59,17,59,1,49
2024/1/28,大名县,100,6.45,127,75,16,60,1.2,69
2024/1/29,大名县,129,7.49,154,98,15,55,1.1,93
2024/1/30,大名县,201,9.34,208,151,9,58,1.5,12
2024/1/31,大名县,179,8.15,189,135,7,39,1.2,31
2024/2/1,大名县,47,2.24,47,20,8,15,0.4,63
2024/2/2,大名县,47,2.58,47,25,11,20,0.5,64
2024/2/3,大名县,72,3.91,70,52,11,24,0.9,67
2024/2/4,大名县,57,3.35,62,40,12,21,0.7,67
2024/2/5,大名县,102,4.93,89,76,7,26,0.9,80
2024/2/6,大名县,133,6.59,119,101,10,37,1.2,98
2024/2/7,大名县,155,7.47,139,118,12,38,1.3,103
2024/2/8,大名县,193,8.5,169,145,10,30,1.3,114
2024/2/9,大名县,208,9.17,189,158,15,27,1.3,114
2024/2/10,大名县,330,15.01,338,280,22,33,1.6,94
2024/2/11,大名县,209,9.22,217,159,13,18,1.1,101
2024/2/12,大名县,91,5.16,131,67,12,14,0.7,104
2024/2/13,大名县,88,4.83,107,65,12,15,0.7,108
2024/2/14,大名县,128,6.38,153,97,10,18,0.9,92
2024/2/15,大名县,53,2.48,56,24,8,11,0.4,77
2024/2/16,大名县,67,3.16,83,30,8,11,0.4,96
2024/2/17,大名县,57,3.14,64,34,10,15,0.5,94
2024/2/18,大名县,90,4.53,97,67,10,22,0.8,49
2024/2/19,大名县,60,2.59,69,24,7,12,0.4,63
2024/2/20,大名县,48,1.82,48,12,6,7,0.3,69
2024/2/21,大名县,39,1.71,26,17,4,7,0.5,77
2024/2/22,大名县,45,1.99,33,17,6,10,0.5,90
2024/2/23,大名县,47,2.8,47,26,9,21,0.6,91
2024/2/24,大名县,50,2.74,50,29,10,16,0.5,81
2024/2/25,大名县,144,7.21,144,110,14,35,0.8,112
2024/2/26,大名县,71,4.4,92,49,13,27,0.7,97
2024/2/27,大名县,81,5.41,111,59,21,34,0.6,124
2024/2/28,大名县,94,5.74,123,70,11,36,0.7,116
2024/2/29,大名县,85,4.87,105,63,8,30,0.7,81
2024/3/1,大名县,73,4.52,92,53,10,32,0.7,88
2024/3/2,大名县,75,4.6,100,54,9,29,0.6,97
2024/3/3,大名县,80,5.13,110,55,13,39,0.6,102
2024/3/4,大名县,107,5.99,140,80,10,44,0.7,40
2024/3/5,大名县,94,5.2,119,70,6,36,0.9,45
2024/3/6,大名县,73,4.49,89,53,7,29,0.7,110
2024/3/7,大名县,80,4.71,110,51,6,33,0.7,93
2024/3/8,大名县,56,2.83,61,19,7,26,0.4,88
2024/3/9,大名县,73,4.35,96,37,16,33,0.5,114
2024/3/10,大名县,79,4.68,107,49,10,27,0.5,125
2024/3/11,大名县,89,5.04,128,54,9,29,0.6,104
2024/3/12,大名县,93,5.35,117,69,7,27,0.6,121
2024/3/13,大名县,90,5.62,129,67,8,38,0.6,103
2024/3/14,大名县,95,5.78,126,71,8,30,0.6,148
2024/3/15,大名县,89,3.9,79,40,6,21,0.4,146
2024/3/16,大名县,84,4.65,104,52,9,21,0.5,140
2024/3/17,大名县,87,1.89,-,24,5,18,0.3,94
2024/3/18,大名县,85,2.1,-,25,7,23,0.4,94
2024/3/19,大名县,100,1.63,-,19,5,14,0.3,92
2024/3/20,大名县,80,1.86,-,19,9,19,0.4,95
2024/3/21,大名县,97,2.53,-,32,11,23,0.4,122
2024/3/22,大名县,106,2.03,-,-,10,36,0.7,124
2024/3/23,大名县,101,1.98,-,-,15,44,0.7,72
2024/3/24,大名县,75,2.9,-,45,8,31,0.7,84
2024/3/25,大名县,44,2.52,39,26,5,20,0.4,87
2024/3/26,大名县,65,3.54,60,39,8,23,0.5,118
2024/3/27,大名县,52,2.66,49,28,6,13,0.4,102
2024/3/28,大名县,136,1.27,-,-,7,18,0.4,96
2024/3/29,大名县,161,2.74,-,45,10,24,0.4,92
2024/3/30,大名县,103,2.66,-,34,10,29,0.4,112
2024/3/31,大名县,92,4.57,120,36,10,24,0.5,150
2024/4/1,大名县,101,5.35,152,67,8,24,0.6,63
2024/4/2,大名县,82,4.1,114,38,7,23,0.6,85
2024/4/3,大名县,53,2.51,56,23,4,15,0.4,80
2024/4/4,大名县,54,2.96,58,28,11,25,0.5,65
2024/4/5,大名县,62,3.84,74,38,17,25,0.4,110
2024/4/6,大名县,67,3.85,76,38,15,22,0.5,120
2024/4/7,大名县,75,3.68,71,33,13,24,0.4,130
2024/4/8,大名县,81,4.3,96,37,14,27,0.4,137
2024/4/9,大名县,70,3.32,89,28,5,19,0.4,95
2024/4/10,大名县,106,5.87,126,64,15,32,0.6,166
2024/4/11,大名县,85,5.25,116,63,12,27,0.5,126
2024/4/12,大名县,69,3.22,64,32,13,13,0.4,122
2024/4/13,大名县,85,4.19,85,49,14,14,0.5,141
2024/4/14,大名县,47,2.72,47,29,10,21,0.4,69
2024/4/15,大名县,81,2.47,-,35,10,18,0.4,120
2024/4/16,大名县,99,3.05,-,39,15,29,0.4,139
2024/4/17,大名县,100,3.2,-,38,20,27,0.4,160
2024/4/18,大名县,100,2.75,-,30,19,19,0.4,159
2024/4/19,大名县,95,3,-,40,17,20,0.5,154
2024/4/20,大名县,90,3.86,98,30,11,15,0.5,148
2024/4/21,大名县,112,5.31,115,53,15,27,0.6,173
2024/4/22,大名县,89,5.02,112,52,19,22,0.6,146
2024/4/23,大名县,71,1.84,-,26,6,12,0.3,100
2024/4/24,大名县,86,2.74,-,31,20,24,0.4,132
2024/4/25,大名县,92,2.67,-,36,12,17,0.4,147
2024/4/26,大名县,90,4.26,107,36,17,16,0.4,148
2024/4/27,大名县,121,4.4,90,43,13,16,0.5,183
2024/4/28,大名县,67,3.44,83,37,5,14,0.4,106
2024/4/29,大名县,56,2.64,61,22,5,14,0.4,97
2024/4/30,大名县,58,3.13,60,31,6,19,0.5,109
2024/5/1,大名县,86,3.62,65,27,15,27,0.4,143
2024/5/2,大名县,92,3.66,70,29,16,21,0.4,150
2024/5/3,大名县,115,3.75,67,27,18,21,0.4,176
2024/5/4,大名县,54,3.15,58,30,9,22,0.5,102
2024/5/5,大名县,65,3.16,57,36,8,14,0.4,118
2024/5/6,大名县,70,4.15,81,49,10,22,0.4,123
2024/5/7,大名县,99,4.26,83,45,10,21,0.4,158
2024/5/8,大名县,106,4.2,93,34,17,19,0.4,166
2024/5/9,大名县,90,3.67,102,23,11,14,0.4,148
2024/5/10,大名县,104,3.8,90,33,9,12,0.4,164
2024/5/11,大名县,120,2.3,-,38,6,13,0.2,119
2024/5/12,大名县,120,2.15,-,-,12,29,0.4,181
2024/5/13,大名县,115,3.3,-,42,15,26,0.4,176
2024/5/14,大名县,123,3.04,-,39,13,18,0.4,185
2024/5/15,大名县,66,2.41,62,13,5,10,0.3,119
2024/5/16,大名县,97,3.49,80,20,13,19,0.4,156
2024/5/17,大名县,115,4.26,97,33,8,23,0.5,176
2024/5/18,大名县,142,5.2,116,48,11,23,0.5,206
2024/5/19,大名县,102,4.21,90,38,18,17,0.4,162
2024/5/20,大名县,58,2.8,65,29,4,11,0.3,97
2024/5/21,大名县,120,4.04,76,36,11,20,0.4,182
2024/5/22,大名县,106,3.81,78,32,15,17,0.3,166
2024/5/23,大名县,123,3.95,87,32,11,15,0.3,185
2024/5/24,大名县,66,3.31,81,37,5,11,0.4,101
2024/5/25,大名县,60,3.17,70,39,4,19,0.6,57
2024/5/26,大名县,72,3.31,76,27,7,17,0.5,126
2024/5/27,大名县,95,3.18,61,17,8,26,0.3,154
2024/5/28,大名县,124,3.69,67,24,17,20,0.4,186
2024/5/29,大名县,120,4.04,89,26,23,17,0.4,181
2024/5/30,大名县,140,3.55,65,22,13,15,0.5,203
2024/5/31,大名县,79,3.7,103,25,12,16,0.3,134
2024/6/1,大名县,106,3.26,66,18,13,18,0.4,166
2024/6/2,大名县,140,4.42,116,26,10,19,0.4,203
2024/6/3,大名县,128,4.15,98,32,8,17,0.4,190
2024/6/4,大名县,131,5.56,161,38,13,25,0.5,194
2024/6/5,大名县,110,5.25,151,35,18,24,0.5,171
2024/6/6,大名县,130,5.02,131,36,18,20,0.5,192
2024/6/7,大名县,112,4.03,97,28,17,15,0.4,173
2024/6/8,大名县,111,3.79,65,31,9,25,0.5,172
2024/6/9,大名县,149,4.17,84,28,13,20,0.5,213
2024/6/10,大名县,150,4.42,91,32,10,24,0.4,215
2024/6/11,大名县,148,4.31,97,33,11,15,0.4,212
2024/6/12,大名县,170,4.33,84,30,15,18,0.4,235
2024/6/13,大名县,143,4.43,103,32,14,18,0.3,207
2024/6/14,大名县,140,4.37,100,32,8,20,0.5,204
2024/6/15,大名县,140,4.1,74,33,10,20,0.6,204
2024/6/16,大名县,94,3.27,62,29,6,16,0.4,152
2024/6/17,大名县,123,3.18,49,26,8,14,0.4,185
2024/6/18,大名县,145,3.77,69,28,9,17,0.4,209
2024/6/19,大名县,170,4.15,70,28,17,20,0.4,235
2024/6/20,大名县,184,4.8,84,40,18,20,0.4,249
2024/6/21,大名县,98,3.8,69,37,10,20,0.4,157
2024/6/22,大名县,122,3.51,64,33,8,11,0.4,184
2024/6/23,大名县,120,2.91,-,46,8,18,0.4,148
2024/6/24,大名县,89,3.98,113,30,6,18,0.2,146
2024/6/25,大名县,117,4.84,120,41,8,25,0.4,178
2024/6/26,大名县,123,4.03,92,31,13,14,0.4,185
2024/6/27,大名县,131,3.74,68,26,16,18,0.4,194
2024/6/28,大名县,124,4.01,84,32,13,17,0.4,186
2024/6/29,大名县,119,3.28,56,24,13,14,0.4,180
2024/6/30,大名县,126,3.3,56,26,11,12,0.4,188
2024/7/1,大名县,80,2.66,46,24,8,10,0.3,136
2024/7/2,大名县,65,2.48,35,30,6,7,0.4,118
2024/7/3,大名县,92,2.98,48,27,8,14,0.4,150
2024/7/4,大名县,92,2.53,36,20,8,12,0.3,150
2024/7/5,大名县,45,1.91,32,16,8,10,0.2,90
2024/7/6,大名县,80,2.16,28,15,8,10,0.4,136
2024/7/7,大名县,50,2.1,32,18,8,11,0.4,99
2024/7/8,大名县,64,2.29,38,20,8,10,0.3,116
2024/7/9,大名县,97,3.46,60,38,8,12,0.4,156
2024/7/10,大名县,120,4.1,72,40,15,18,0.4,181
2024/7/11,大名县,95,4.17,74,50,10,16,0.6,154
2024/7/12,大名县,95,3.46,60,38,8,13,0.4,153
2024/7/13,大名县,127,4.87,85,60,10,18,0.6,189
2024/7/14,大名县,102,5.28,98,76,6,16,0.8,162
2024/7/15,大名县,90,4.44,86,58,8,14,0.6,148
2024/7/16,大名县,52,2.38,34,28,6,10,0.4,102
2024/7/17,大名县,56,3.05,55,34,7,14,0.6,107
2024/7/18,大名县,88,2.93,44,24,10,15,0.6,145
2024/7/19,大名县,55,2.15,34,18,8,11,0.3,105
2024/7/20,大名县,88,1.93,23,10,8,9,0.2,145
2024/7/21,大名县,53,2.3,43,20,7,11,0.3,103
2024/7/22,大名县,55,2.25,39,20,6,11,0.3,106
2024/7/23,大名县,48,2.09,33,16,8,14,0.3,96
2024/7/24,大名县,74,3.02,55,29,7,15,0.4,128
2024/7/25,大名县,41,1.57,21,14,6,7,0.3,81
2024/7/26,大名县,62,1.98,29,16,6,9,0.3,114
2024/7/27,大名县,42,1.68,29,14,5,9,0.2,84
2024/7/28,大名县,45,1.56,25,10,5,9,0.2,90
2024/7/29,大名县,45,1.45,18,9,6,9,0.2,89
2024/7/30,大名县,50,1.63,28,8,8,8,0.2,99
2024/7/31,大名县,55,1.69,25,9,8,8,0.3,105
2024/8/1,大名县,77,2.12,32,11,9,12,0.3,132
2024/8/2,大名县,60,2.11,37,14,8,11,0.3,111
2024/8/3,大名县,52,2.13,38,12,11,14,0.3,102
2024/8/4,大名县,68,2.2,42,12,9,10,0.4,121
2024/8/5,大名县,63,1.95,33,12,7,10,0.2,115
2024/8/6,大名县,67,2.05,35,12,8,11,0.2,120
2024/8/7,大名县,70,2.17,34,12,11,12,0.3,124
2024/8/8,大名县,77,2.35,36,19,6,12,0.3,132
2024/8/9,大名县,67,2.29,36,18,7,12,0.4,120
2024/8/10,大名县,85,2.04,-,21,9,12,0.4,142
2024/8/11,大名县,94,2.83,54,15,11,16,0.4,152
2024/8/12,大名县,77,2.57,44,13,10,19,0.4,132
2024/8/13,大名县,79,2.4,42,12,7,16,0.4,134
2024/8/14,大名县,69,2.47,48,20,6,10,0.4,122
2024/8/15,大名县,87,3.1,58,26,9,15,0.4,144
2024/8/16,大名县,90,3.57,68,33,10,18,0.5,148
2024/8/17,大名县,97,2.95,51,26,6,12,0.4,156
2024/8/18,大名县,75,2.21,34,16,6,10,0.4,129
2024/8/19,大名县,58,1.7,26,8,7,10,0.2,109
2024/8/20,大名县,74,2.39,39,14,8,16,0.4,128
2024/8/21,大名县,100,3.08,52,20,12,18,0.5,160
2024/8/22,大名县,126,3.67,63,26,12,22,0.4,188
2024/8/23,大名县,109,3.66,67,28,13,20,0.5,169
2024/8/24,大名县,104,3.8,74,34,8,20,0.5,164
2024/8/25,大名县,80,3.46,68,31,8,20,0.5,136
2024/8/26,大名县,52,2.12,36,19,8,8,0.4,102
2024/8/27,大名县,65,1.97,34,10,8,9,0.4,118
2024/8/28,大名县,79,2.69,48,18,9,16,0.4,134
2024/8/29,大名县,115,3.76,68,30,14,18,0.6,176
2024/8/30,大名县,90,3.4,66,28,13,17,0.4,148
2024/8/31,大名县,75,3.12,59,27,12,16,0.4,130
2024/9/1,大名县,75,2.94,56,26,10,12,0.5,129
2024/9/2,大名县,45,1.93,40,12,8,10,0.3,90
2024/9/3,大名县,80,2.81,51,19,10,17,0.4,136
2024/9/4,大名县,104,3.51,68,26,17,16,0.4,164
2024/9/5,大名县,55,2.6,53,22,10,11,0.4,105
2024/9/6,大名县,70,2.58,46,16,13,15,0.3,124
2024/9/7,大名县,92,4.08,80,34,20,24,0.4,150
2024/9/8,大名县,87,4.31,92,48,8,19,0.5,144
2024/9/9,大名县,80,3.86,77,42,10,17,0.5,136
2024/9/10,大名县,38,2.06,38,21,8,10,0.4,71
2024/9/11,大名县,56,2.42,46,18,8,14,0.4,107
2024/9/12,大名县,62,2.44,44,15,9,17,0.4,114
2024/9/13,大名县,72,2.93,52,22,10,20,0.4,126
2024/9/14,大名县,53,2.59,56,24,8,14,0.4,84
2024/9/15,大名县,59,2.55,50,20,8,14,0.4,110
2024/9/16,大名县,93,3.31,58,24,12,22,0.4,151
2024/9/17,大名县,107,3.31,60,26,10,16,0.4,167
2024/9/18,大名县,70,3.16,58,37,8,9,0.6,123
2024/9/19,大名县,54,2.86,58,32,8,14,0.4,86
2024/9/20,大名县,54,2.97,58,32,5,16,0.4,104
2024/9/21,大名县,47,1.85,28,12,4,16,0.2,94
2024/9/22,大名县,50,2.4,38,17,4,24,0.3,100
2024/9/23,大名县,77,3.46,57,29,12,28,0.4,132
2024/9/24,大名县,108,4.64,83,43,13,34,0.4,168
2024/9/25,大名县,115,5.98,124,67,11,36,0.5,176
2024/9/26,大名县,134,7.45,150,102,10,40,0.6,172
2024/9/27,大名县,136,6.77,136,88,8,32,0.6,199
2024/9/28,大名县,80,4.15,83,40,10,28,0.4,136
2024/9/29,大名县,100,4.09,78,41,8,23,0.4,160
2024/9/30,大名县,33,1.83,33,20,4,12,0.3,55
2024/10/1,大名县,60,2.53,69,15,5,14,0.4,92
2024/10/2,大名县,47,2.3,40,16,5,20,0.4,94
2024/10/3,大名县,75,4.35,73,45,23,27,0.6,129
2024/10/4,大名县,89,5.23,102,60,21,26,0.6,146
2024/10/5,大名县,79,4.82,89,53,24,27,0.5,134
2024/10/6,大名县,102,6.17,125,76,16,36,0.6,142
2024/10/7,大名县,115,5.79,120,87,5,32,0.7,85
2024/10/8,大名县,105,5.87,110,79,10,34,0.6,139
2024/10/9,大名县,106,6.4,162,64,19,36,0.6,142
2024/10/10,大名县,110,5.72,124,83,10,29,0.5,91
2024/10/11,大名县,87,6.05,124,64,22,45,0.5,134
2024/10/12,大名县,110,7.18,144,83,23,49,0.6,160
2024/10/13,大名县,108,6.45,127,81,15,38,0.6,156
2024/10/14,大名县,147,8.07,163,112,15,43,0.6,170
2024/10/15,大名县,138,8.17,204,105,10,41,0.7,143
2024/10/16,大名县,84,5.05,110,62,8,33,0.4,106
2024/10/17,大名县,85,4.46,93,63,7,23,0.5,81
2024/10/18,大名县,40,2.1,30,25,5,12,0.3,80
2024/10/19,大名县,36,1.88,35,17,4,11,0.4,71
2024/10/20,大名县,35,2.17,35,19,6,26,0.5,41
2024/10/21,大名县,53,3.35,55,37,11,31,0.5,67
2024/10/22,大名县,62,3.86,71,44,6,35,0.5,78
2024/10/23,大名县,77,5.05,89,56,24,41,0.6,98
2024/10/24,大名县,82,5.2,95,60,17,39,0.5,120
2024/10/25,大名县,96,6.02,108,71,17,42,0.6,155
2024/10/26,大名县,112,6.58,118,84,21,42,0.6,151
2024/10/27,大名县,112,5.93,127,84,8,34,0.5,99
2024/10/28,大名县,77,4.8,90,56,12,35,0.6,108
2024/10/29,大名县,128,6.95,135,97,16,38,0.6,141
2024/10/30,大名县,220,9.83,211,170,13,44,0.7,74
2024/10/31,大名县,209,8.99,199,159,8,37,0.9,55
2024/11/1,大名县,73,3.99,64,53,7,27,0.6,100
2024/11/2,大名县,85,4.74,79,63,8,30,0.6,125
2024/11/3,大名县,118,6.39,120,89,10,40,0.7,127
2024/11/4,大名县,61,3.41,72,40,7,26,0.5,56
2024/11/5,大名县,51,3.11,52,29,10,35,0.5,59
2024/11/6,大名县,85,5.87,102,63,30,51,0.6,108
2024/11/7,大名县,83,5.29,97,61,26,38,0.5,105
2024/11/8,大名县,62,3.97,72,44,13,29,0.4,102
2024/11/9,大名县,70,4.2,80,51,16,32,0.4,69
2024/11/10,大名县,114,5.51,111,86,9,31,0.6,60
2024/11/11,大名县,183,8.14,175,138,9,42,0.7,52
2024/11/12,大名县,200,8.31,177,150,9,40,0.7,25
2024/11/13,大名县,130,5.94,118,99,8,40,1,6
2024/11/14,大名县,89,4.39,81,66,6,27,1.1,44
2024/11/15,大名县,73,3.89,62,53,5,31,1,61
2024/11/16,大名县,73,3.86,74,53,5,26,0.7,60
2024/11/17,大名县,61,3.1,71,28,6,29,0.4,59
2024/11/18,大名县,55,3.06,60,28,7,34,0.6,44
2024/11/19,大名县,56,3.27,61,38,7,27,0.5,62
2024/11/20,大名县,72,4.16,79,52,8,35,0.6,60
2024/11/21,大名县,90,5.32,99,67,11,47,0.9,67
2024/11/22,大名县,93,5.36,101,69,11,50,0.7,54
2024/11/23,大名县,77,4.67,85,56,16,42,0.6,62
2024/11/24,大名县,68,4.07,71,49,23,30,0.5,66
2024/11/25,大名县,48,2.67,47,33,7,19,0.4,58
2024/11/26,大名县,35,1.9,35,13,8,15,0.4,67
2024/11/27,大名县,56,2.32,61,15,8,16,0.4,63
2024/11/28,大名县,55,2.54,59,18,9,24,0.5,51
2024/11/29,大名县,51,2.9,52,25,11,30,0.5,64
2024/11/30,大名县,87,5.42,103,64,17,54,0.7,49
2024/12/1,大名县,109,6.52,132,82,20,55,1.1,48
2024/12/2,大名县,63,3.37,75,35,10,26,0.5,57
2024/12/3,大名县,73,4.35,86,53,11,36,0.6,60
2024/12/4,大名县,150,7.62,157,115,10,52,0.9,64
2024/12/5,大名县,118,5.86,109,89,10,42,0.9,52
2024/12/6,大名县,134,6.82,127,102,13,50,1,60
2024/12/7,大名县,56,3.57,61,39,10,38,0.6,51
2024/12/8,大名县,70,4.26,78,51,12,42,0.6,46
2024/12/9,大名县,89,5.01,93,66,12,45,0.6,52
2024/12/10,大名县,156,7.78,152,119,14,64,1,21
2024/12/11,大名县,110,6.03,112,83,12,52,0.9,54
2024/12/12,大名县,100,5.6,106,75,11,54,0.8,36
2024/12/13,大名县,83,4.43,116,46,7,32,0.6,62
2024/12/14,大名县,73,4.38,95,44,11,40,0.8,60
2024/12/15,大名县,67,4.39,80,48,13,44,0.8,58
2024/12/16,大名县,67,4.52,80,48,14,48,0.8,60
2024/12/17,大名县,80,4.91,84,59,15,49,0.8,56
2024/12/18,大名县,49,3.17,49,32,8,36,0.5,66
2024/12/19,大名县,59,3.85,65,42,10,42,0.6,56
2024/12/20,大名县,82,4.87,97,60,11,45,0.7,46
2024/12/21,大名县,50,2.55,50,23,7,22,0.4,65
2024/12/22,大名县,57,3.86,63,40,10,42,0.7,67
2024/12/23,大名县,88,5.28,93,65,11,51,0.7,72
2024/12/24,大名县,123,6.7,125,93,14,59,0.9,52
2024/12/25,大名县,195,9.37,193,146,15,69,1.1,31
